SC_S6_08_L		 6 1  8 10  0  2  7  -1691.6 1.5 1.3 485.2 485.2 -2550.0 -2500.0
SC_S6_09_L		 6 1  8 10  0  2  8  -1916.1 1.5 1.3 490.7 490.7 -2550.0 -2500.0
SC_S6_10_L		 6 1  8 10  0  2  9  -1880.8 1.5 1.3 487.6 487.6 -2550.0 -2500.0
SC_S6_11_L		 6 1  8 10  0  2 10  -1986.6 1.5 1.3 487.3 487.3 -2550.0 -2500.0
SC_S6_12_L		 6 1  8 10  0  2 11  -2030.0 1.5 1.3 486.7 486.7 -2550.0 -2500.0
SC_S6_13_L		 6 1  8 10  1  2  0  -1858.4 1.5 1.3 487.7 487.7 -2550.0 -2500.0
SC_S6_14_L		 6 1  8 10  1  2  1  -1970.5 1.5 1.3 488.3 488.3 -2550.0 -2500.0
SC_S6_15_L		 6 1  8 10  1  2  2  -1991.7 1.5 1.3 485.4 485.4 -2550.0 -2500.0
SC_S6_16_L		 6 1  8 10  1  2  3  -1855.8 1.5 1.3 488.0 488.0 -2550.0 -2500.0
SC_S6_17_L		 6 1  8 10  1  2  4  -2178.6 1.5 1.3 487.5 487.5 -2550.0 -2500.0
SC_S6_18_L		 6 1  8 10  1  2  5  -2130.9 1.5 1.3 485.1 485.1 -2550.0 -2500.0
SC_S6_19_L		 6 1  8 10  1  2  6  -1948.4 1.5 1.3 487.9 487.9 -2550.0 -2500.0
SC_S6_20_L		 6 1  8 10  1  2  7  -2351.0 1.5 1.3 489.8 489.8 -2550.0 -2500.0
SC_S6_21_L		 6 1  8 10  1  2  8  -1957.6 1.5 1.3 488.5 488.5 -2550.0 -2500.0
SC_S6_22_L		 6 1  8 10  1  2  9  -2103.3 1.5 1.3 486.7 486.7 -2550.0 -2500.0
SC_S6_23_L		 6 1  8 10  1  2 10  -2253.5 1.5 1.3 488.6 488.6 -2550.0 -2500.0
SC_S6_01_R		 6 1  8 10  2  2  0  -2053.5 1.5 1.3 486.5 486.5 -2550.0 -2500.0
SC_S6_02_R		 6 1  8 10  2  2  1  -1700.2 1.5 1.3 489.9 489.9 -2550.0 -2500.0
SC_S6_03_R		 6 1  8 10  2  2  2  -2198.9 1.5 1.3 488.2 488.2 -2550.0 -2500.0
SC_S6_04_R		 6 1  8 10  2  2  3  -1802.3 1.5 1.3 482.8 482.8 -2550.0 -2500.0
SC_S6_05_R		 6 1  8 10  2  2  4  -1836.3 1.5 1.3 488.2 488.2 -2550.0 -2500.0
SC_S6_06_R		 6 1  8 10  2  2  5  -1630.9 1.5 1.3 493.2 493.2 -2550.0 -2500.0
SC_S6_07_R		 6 1  8 10  2  2  6  -1879.3 1.5 1.3 491.9 491.9 -2550.0 -2500.0
SC_S6_08_R		 6 1  8 10  2  2  7  -1913.0 1.5 1.3 489.4 489.4 -2550.0 -2500.0
SC_S6_09_R		 6 1  8 10  2  2  8  -2011.0 1.5 1.3 484.4 484.4 -2550.0 -2500.0
SC_S6_10_R		 6 1  8 10  2  2  9  -1886.8 1.5 1.3 483.3 483.3 -2550.0 -2500.0
SC_S6_11_R		 6 1  8 10  2  2 10  -1921.9 1.5 1.3 486.8 486.8 -2550.0 -2500.0
SC_S6_12_R		 6 1  8 10  2  2 11  -2050.1 1.5 1.3 487.5 487.5 -2550.0 -2500.0
SC_S6_13_R		 6 1  8 10  3  2  0  -1970.2 1.5 1.3 487.4 487.4 -2550.0 -2500.0
SC_S6_14_R		 6 1  8 10  3  2  1  -1839.2 1.5 1.3 488.9 488.9 -2550.0 -2500.0
SC_S6_15_R		 6 1  8 10  3  2  2  -2192.3 1.5 1.3 486.2 486.2 -2550.0 -2500.0
SC_S6_16_R		 6 1  8 10  3  2  3  -2282.7 1.5 1.3 488.6 488.6 -2550.0 -2500.0
SC_S6_17_R		 6 1  8 10  3  2  4  -2118.2 1.5 1.3 488.4 488.4 -2550.0 -2500.0
SC_S6_18_R		 6 1  8 10  3  2  5  -1775.7 1.5 1.3 489.1 489.1 -2550.0 -2500.0
SC_S6_19_R		 6 1  8 10  3  2  6  -2060.4 1.5 1.3 486.4 486.4 -2550.0 -2500.0
SC_S6_20_R		 6 1  8 10  3  2  7  -2027.3 1.5 1.3 487.4 487.4 -2550.0 -2500.0
SC_S6_21_R		 6 1  8 10  3  2  8  -1864.8 1.5 1.3 484.5 484.5 -2550.0 -2500.0
SC_S6_22_R		 6 1  8 10  3  2  9  -2163.0 1.5 1.3 491.6 491.6 -2550.0 -2500.0
SC_S6_23_R		 6 1  8 10  3  2 10  -2450.0 1.5 1.3 486.2 486.2 -2550.0 -2500.0
